single_qubit_gate_depolar_prob,two_qubit_gate_depolar_prob,Average Fidelity (%),Average Simulation Time (ms)
0.0,0.0,68.00285706997458,66.958592
0.0,0.08888888888888889,67.40285706997457,66.956488
0.0,0.17777777777777778,68.00285706997458,66.93275
0.0,0.26666666666666666,66.00285706997457,66.956928
0.0,0.35555555555555557,64.80285706997458,66.989024
0.0,0.4444444444444445,65.80285706997458,66.976766
0.0,0.5333333333333333,66.60285706997458,66.96404
0.0,0.6222222222222222,66.20285706997457,66.979408
0.0,0.7111111111111111,66.40285706997457,66.973108
0.0,0.8,65.40285706997457,66.97564799999999
0.08888888888888889,0.0,67.00285706997458,66.967524
0.08888888888888889,0.08888888888888889,64.60285706997458,66.95844600000001
0.08888888888888889,0.17777777777777778,66.20285706997457,66.961712
0.08888888888888889,0.26666666666666666,64.80285706997458,66.98785200000002
0.08888888888888889,0.35555555555555557,66.20285706997457,66.966382
0.08888888888888889,0.4444444444444445,67.20285706997457,66.967624
0.08888888888888889,0.5333333333333333,66.20285706997457,66.97904000000001
0.08888888888888889,0.6222222222222222,67.60285706997458,66.980088
0.08888888888888889,0.7111111111111111,66.00285706997457,66.985142
0.08888888888888889,0.8,68.00285706997458,66.960552
0.17777777777777778,0.0,64.40285706997457,66.97936200000001
0.17777777777777778,0.08888888888888889,67.60285706997458,66.972456
0.17777777777777778,0.17777777777777778,66.60285706997458,66.99256600000001
0.17777777777777778,0.26666666666666666,67.60285706997458,66.97646
0.17777777777777778,0.35555555555555557,67.00285706997458,66.943684
0.17777777777777778,0.4444444444444445,66.20285706997457,66.963722
0.17777777777777778,0.5333333333333333,65.60285706997458,66.96436600000001
0.17777777777777778,0.6222222222222222,66.80285706997458,66.970348
0.17777777777777778,0.7111111111111111,66.40285706997457,66.970666
0.17777777777777778,0.8,67.60285706997458,66.96042
0.26666666666666666,0.0,67.60285706997458,66.976464
0.26666666666666666,0.08888888888888889,67.20285706997457,66.973674
0.26666666666666666,0.17777777777777778,66.80285706997458,66.960612
0.26666666666666666,0.26666666666666666,65.00285706997457,66.967224
0.26666666666666666,0.35555555555555557,66.40285706997457,66.99301
0.26666666666666666,0.4444444444444445,64.80285706997458,66.96635800000001
0.26666666666666666,0.5333333333333333,67.80285706997458,66.97474999999999
0.26666666666666666,0.6222222222222222,67.00285706997458,66.956918
0.26666666666666666,0.7111111111111111,65.60285706997458,66.94910399999999
0.26666666666666666,0.8,67.60285706997458,66.962524
0.35555555555555557,0.0,67.00285706997458,66.94194
0.35555555555555557,0.08888888888888889,65.40285706997457,66.98225399999998
0.35555555555555557,0.17777777777777778,66.40285706997457,66.95518799999999
0.35555555555555557,0.26666666666666666,67.20285706997457,66.949702
0.35555555555555557,0.35555555555555557,67.60285706997458,66.989004
0.35555555555555557,0.4444444444444445,68.40285706997457,66.95763600000001
0.35555555555555557,0.5333333333333333,66.80285706997458,66.989426
0.35555555555555557,0.6222222222222222,68.20285706997457,66.96437599999999
0.35555555555555557,0.7111111111111111,67.40285706997457,66.97819199999999
0.35555555555555557,0.8,67.40285706997457,66.947316
0.4444444444444445,0.0,67.60285706997458,66.95846
0.4444444444444445,0.08888888888888889,67.00285706997458,66.940326
0.4444444444444445,0.17777777777777778,67.60285706997458,66.96718200000001
0.4444444444444445,0.26666666666666666,66.40285706997457,66.954548
0.4444444444444445,0.35555555555555557,67.00285706997458,66.991056
0.4444444444444445,0.4444444444444445,68.80285706997458,66.92817
0.4444444444444445,0.5333333333333333,67.00285706997458,66.961918
0.4444444444444445,0.6222222222222222,66.40285706997457,66.975992
0.4444444444444445,0.7111111111111111,66.00285706997457,66.98550200000001
0.4444444444444445,0.8,65.20285706997457,66.97804200000002
0.5333333333333333,0.0,66.60285706997458,66.96183800000001
0.5333333333333333,0.08888888888888889,67.40285706997457,66.958884
0.5333333333333333,0.17777777777777778,67.80285706997458,66.945444
0.5333333333333333,0.26666666666666666,66.00285706997457,66.947998
0.5333333333333333,0.35555555555555557,66.20285706997457,66.96928600000001
0.5333333333333333,0.4444444444444445,65.80285706997458,66.984522
0.5333333333333333,0.5333333333333333,64.40285706997457,66.975188
0.5333333333333333,0.6222222222222222,67.00285706997458,66.973372
0.5333333333333333,0.7111111111111111,66.20285706997457,66.96837
0.5333333333333333,0.8,65.20285706997457,66.998918
0.6222222222222222,0.0,68.40285706997457,66.970624
0.6222222222222222,0.08888888888888889,67.40285706997457,66.96000799999999
0.6222222222222222,0.17777777777777778,67.80285706997458,66.95874199999999
0.6222222222222222,0.26666666666666666,68.40285706997457,66.965712
0.6222222222222222,0.35555555555555557,66.40285706997457,66.953666
0.6222222222222222,0.4444444444444445,66.40285706997457,66.962914
0.6222222222222222,0.5333333333333333,68.20285706997457,66.94934599999999
0.6222222222222222,0.6222222222222222,67.40285706997457,66.992924
0.6222222222222222,0.7111111111111111,66.20285706997457,67.000202
0.6222222222222222,0.8,66.00285706997457,66.95032599999999
0.7111111111111111,0.0,68.80285706997458,66.949172
0.7111111111111111,0.08888888888888889,64.20285706997457,66.98155799999999
0.7111111111111111,0.17777777777777778,66.60285706997458,66.960644
0.7111111111111111,0.26666666666666666,67.00285706997458,66.975148
0.7111111111111111,0.35555555555555557,67.00285706997458,67.003708
0.7111111111111111,0.4444444444444445,66.60285706997458,67.00002199999999
0.7111111111111111,0.5333333333333333,67.40285706997457,66.956112
0.7111111111111111,0.6222222222222222,67.00285706997458,66.96627000000001
0.7111111111111111,0.7111111111111111,67.60285706997458,66.9821
0.7111111111111111,0.8,65.40285706997457,66.98050400000001
0.8,0.0,69.20285706997458,66.947768
0.8,0.08888888888888889,68.00285706997458,66.95186600000001
0.8,0.17777777777777778,67.60285706997458,66.94507399999999
0.8,0.26666666666666666,65.60285706997458,66.96118
0.8,0.35555555555555557,67.00285706997458,66.97417200000001
0.8,0.4444444444444445,66.80285706997458,66.943752
0.8,0.5333333333333333,66.80285706997458,66.942694
0.8,0.6222222222222222,65.60285706997458,66.964448
0.8,0.7111111111111111,66.20285706997457,66.97098
0.8,0.8,67.40285706997457,66.963506
